onset	duration	participant_id	Trial	RiskType	TimeType	RewardType	Reward	Shock	Offset	ITI	LeftKey	FixOnset	RiskOnset	RewardOnset	ResponseType	ResponseOnset	ResponseTime	ResponseUncertainty	ResultOnset	ShockOnset
1191.1351	1192.5731	hc033	76	1	3	2	0.56	0	1	9.625	0	1181.491	1191.1351	1191.6356	1	1192.5731	0.93747	0.000206	1194.6098	n/a
1206.8905	1208.5328	hc033	77	3	3	3	0.81	1	1	10.5	0	1196.3596	1206.8905	1207.3904	1	1208.5328	1.1424	0.00040539999999999993	1210.3563	1211.5994
1222.6368	1223.8762	hc033	78	2	3	3	0.94	0	1	10.5	0	1212.1225	1222.6368	1223.1371	1	1223.8762	0.7390899999999999	0.00037828	1226.1237	n/a
1239.2716	1240.9799	hc033	79	2	3	2	0.51	1	0	11.375	1	1227.8756	1239.2716	1239.7722	1	1240.9799	1.2077	0.00050291	1242.7485	1243.9813
1254.146	1255.6755	hc033	80	3	3	1	0.33	1	1	9.625	0	1244.4982	1254.146	1254.6459	1	1255.6755	1.0296	0.00054396	1257.6283	1258.8597
1270.7754	1271.9869	hc033	81	1	3	2	0.42	0	0	11.375	0	1259.3781	1270.7754	1271.2753	1	1271.9869	0.71155	0.00042960000000000003	1274.2578	n/a
1286.5238	1288.0986	hc033	82	1	3	3	0.69	0	0	10.5	0	1276.0075	1286.5238	1287.0244	1	1288.0986	1.0742	0.00049044	1290.0042	n/a
1302.2746	1303.5459	hc033	83	2	3	3	0.72	0	0	10.5	0	1291.7538	1302.2746	1302.7846	1	1303.5459	0.76134	0.00051097	1305.7617	n/a
1318.0143	1319.5692	hc033	84	1	3	1	0.12	0	0	10.5	1	1307.5137	1318.0143	1318.5309	0	1319.5692	1.0383	0.00018987	1321.5135	n/a
1333.7772	1335.2889	hc033	85	3	3	2	0.55	1	0	10.5	1	1323.2644	1333.7772	1334.2772	1	1335.2889	1.0117	0.00047798	1337.2631	1338.4964
1349.5268	1350.8562	hc033	86	1	3	1	0.21	0	0	10.5	1	1339.0151	1349.5268	1350.0441	1	1350.8562	0.81213	0.00032769999999999994	1353.0138	n/a
1365.2865	1366.8479	hc033	87	3	3	2	0.47	1	0	10.5	0	1354.7659	1365.2865	1365.7948	1	1366.8479	1.0531	0.00031083	1368.7689	1370.0033
1380.1663	1382.1914	hc033	88	3	3	1	0.12	1	1	9.625	1	1370.5186	1380.1663	1380.6662	0	1382.1914	1.5252	0.0004098	1383.6488	n/a
1395.9126	1397.6073	hc033	89	2	3	1	0.17	1	1	10.5	1	1385.3997	1395.9126	1396.4125	0	1397.6073	1.1947	0.00051903	1399.3984	n/a
1412.5297	1413.8625	hc033	90	1	3	2	0.64	0	0	11.375	0	1401.1505	1412.5297	1413.047	1	1413.8625	0.8155100000000001	0.00032843	1416.0245	n/a
1428.2972	1430.0620000000001	hc033	91	1	3	1	0.05	0	0	10.5	0	1417.7741	1428.2972	1428.7978	0	1430.0620000000001	1.2642	0.00033503	1431.7709	n/a
1443.1514	1444.3335	hc033	92	1	3	3	0.85	0	1	9.625	0	1433.5204	1443.1514	1443.6681	1	1444.3335	0.66545	0.0004186	1446.6506	n/a
1458.9145	1460.3570000000002	hc033	93	1	3	1	0.29	0	1	10.5	0	1448.4027	1458.9145	1459.4316	1	1460.3570000000002	0.9253899999999999	0.00029251	1462.4014	n/a
1475.5494	1476.7885	hc033	94	1	3	3	0.77	1	0	11.375	0	1464.1534	1475.5494	1476.05	1	1476.7885	0.73857	0.00031889999999999995	1479.0262	1480.2667
1491.3069	1492.8039999999999	hc033	95	3	3	1	0.17	1	0	10.5	0	1480.7885	1491.3069	1491.8067	0	1492.8039999999999	0.9973	0.00049338	1494.7892	n/a
1506.1867	1507.8761	hc033	96	2	3	3	0.78	1	1	9.625	0	1496.5391	1506.1867	1506.6698	1	1507.8761	1.2064	0.00078148	1509.6536	1510.8988
1521.934	1523.259	hc033	97	2	3	2	0.43	1	1	10.5	0	1511.4224	1521.934	1522.4346	1	1523.259	0.82439	0.0003035	1525.421	1526.6523
1537.6848	1538.9470000000001	hc033	98	3	3	3	0.65	1	1	10.5	0	1527.1731	1537.6848	1538.1959	1	1538.9470000000001	0.75105	0.00064733	1541.1719	1542.4053
1554.3198	1556.1779999999999	hc033	99	3	3	3	0.73	0	0	11.375	1	1542.9239	1554.3198	1554.8086	1	1556.1779999999999	1.3694	0.00037535	1557.7911	n/a
1570.055	1571.4259	hc033	100	2	3	1	0.3	0	0	10.5	1	1559.5422	1570.055	1570.5547	1	1571.4259	0.87113	0.00043619	1573.5541	n/a
1585.8046	1587.1132	hc033	101	1	3	3	0.9	0	0	10.5	0	1575.3037	1585.8046	1586.3052	1	1587.1132	0.80804	0.00034236	1589.3003	n/a
1600.6877	1602.2247	hc033	102	3	3	1	0.26	1	1	9.625	1	1591.0604	1600.6877	1601.181	0	1602.2247	1.0436	0.00028444	1604.1801	n/a
1616.4441	1617.7923	hc033	103	1	3	2	0.48	0	1	10.5	1	1605.9298	1616.4441	1616.9389999999999	1	1617.7923	0.85325	0.00035629	1619.9264	n/a
1633.0568	1634.3355	hc033	104	2	3	1	0.08	0	0	11.375	0	1621.6775	1633.0568	1633.5574	1	1634.3355	0.7781	0.00067885	1636.5606	n/a
1647.94	1649.3191	hc033	105	3	3	3	0.9	1	1	9.625	0	1638.3126	1647.94	1648.4405	1	1649.3191	0.8785799999999999	0.00029397	1651.4356	1652.6726
1663.6995	1665.1347	hc033	106	2	3	2	0.6	1	1	10.5	1	1653.1854	1663.6995	1664.1995	1	1665.1347	0.9351700000000001	0.00028884	1667.1946	1668.4242
1679.4581	1680.7501	hc033	107	2	3	2	0.35	0	1	10.5	0	1668.9483	1679.4581	1679.9587	1	1680.7501	0.79135	0.00033796	1682.9451	n/a
1695.2089	1696.5415	hc033	108	3	3	2	0.6	1	1	10.5	1	1684.6972	1695.2089	1695.7094	1	1696.5415	0.83211	0.00026831	1698.6959	1699.9301
